# Program:featureCounts v2.0.0; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "primary_transcript" "-g" "ID" "-a" "E1_sample_longest_full_ORF_with_constructs.gff" "-o" "E1_counts.txt" "E1_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	E1_aln.bam
YKL050C_tx0	chrXI	342727	345645	-	2919	10
YKL051W_id003	chrXI	341172	342774	+	1603	87
YKL052C_id004	chrXI	339628	340979	-	1352	34
YKL053C-A_id001	chrXI	338974	339523	-	550	87
YKL054C_id005	chrXI	336319	338863	-	2545	347
YKL055C_id002	chrXI	334882	336202	-	1321	0
YKL056C_id002	chrXI	334283	336128	-	1846	4286
YKL057C_id002	chrXI	330799	334024	-	3226	61
YKL058W_id001	chrXI	329898	330698	+	801	146
YKL059C_id006	chrXI	327997	329513	-	1517	10
YKL060C_id001	chrXI	325978	327509	-	1532	6190
YKL061W_id004	chrXI	325741	326394	+	654	23
YKL062W_id002	chrXI	323082	325541	+	2460	28
YKL063C_id002	chrXI	320856	322213	-	1358	20
YKL064W_tx0	chrXI	317739	320798	+	3060	134
YKL065C_id004	chrXI	316299	317303	-	1005	188
YKL067W_id005	chrXI	314742	315568	+	827	171
YKL068W_id002	chrXI	310079	313180	+	3102	37
YKL068W-A_id001	chrXI	308995	309754	+	760	41
YKL069W_id001	chrXI	307242	308048	+	807	34
YKL070W_id001	chrXI	305913	306979	+	1067	2
YKL071W_id003	chrXI	304894	305983	+	1090	1
YKL072W_id001	chrXI	299344	302018	+	2675	14
YKL073W_id001	chrXI	296353	299166	+	2814	107
YKL074C_id002	chrXI	294501	296201	-	1701	28
YKL076C_id001	chrXI	292757	294260	-	1504	38
YKL077W_id001	chrXI	291340	292965	+	1626	88
YKL078W_id001	chrXI	288812	291156	+	2345	16
YKL079W_id003	chrXI	286526	288646	+	2121	29
YKL080W_id001	chrXI	284901	286336	+	1436	180
YKL081W_id004	chrXI	282812	284695	+	1884	1844
YKL082C_id001	chrXI	280848	282376	-	1529	183
YKL084W_id001	chrXI	280414	281023	+	610	3
YKL085W_id004	chrXI	278731	280519	+	1789	230
YKL086W_id001	chrXI	278255	278839	+	585	3
YKL087C_id007	chrXI	276972	277966	-	995	27
YKL088W_id002	chrXI	275222	277208	+	1987	43
YKL089W_id002	chrXI	273375	275272	+	1898	9
YKL090W_id003	chrXI	271838	273397	+	1560	9
YKL091C_id007	chrXI	269619	270689	-	1071	33
YKL092C_id001	chrXI	265929	269546	-	3618	26
YKL093W_id044	chrXI	264723	265969	+	1247	7
YKL094W_id001	chrXI	262315	264379	+	2065	56
YKL095W_tx0	chrXI	262252	263238	+	987	0
YKL096W_id001	chrXI	259300	261945	+	2646	222
YKL096W-A_id003	chrXI	259205	259807	+	603	5
YKL098W_id003	chrXI	256736	258060	+	1325	35
YKL099C_id001	chrXI	255531	256553	-	1023	48
YKL100C_id001	chrXI	253448	255533	-	2086	187
YKL101W_tx0	chrXI	248895	253601	+	4707	125
YKL103C_id003	chrXI	245947	248137	-	2191	79
YKL104C_id001	chrXI	242940	245575	-	2636	129
YKL105C_tx0	chrXI	239060	242608	-	3549	30
YKL106C-A_id001	chrXI	236252	237269	-	1018	0
YKL106W_id001	chrXI	237436	239066	+	1631	8
YKL107W_id005	chrXI	236107	237211	+	1105	3
YKL108W_id002	chrXI	234232	235854	+	1623	18
YKL109W_id005	chrXI	231956	234251	+	2296	77
YKL110C_id002	chrXI	228797	230370	-	1574	24
YKL112W_id005	chrXI	226389	228907	+	2519	6
YKL113C_id001	chrXI	224601	225937	-	1337	102
YKL114C_id001	chrXI	223243	224526	-	1284	76
YKL116C_id002	chrXI	221067	223130	-	2064	24
YKL117W_id002	chrXI	220293	221266	+	974	889
YKL119C_id001	chrXI	218429	219335	-	907	94
YKL120W_id004	chrXI	217181	218508	+	1328	145
YKL121W_id002	chrXI	213880	216832	+	2953	24
YKL122C_id003	chrXI	212332	213050	-	719	77
YKL123W_id001	chrXI	210912	212510	+	1599	0
YKL124W_tx0	chrXI	210568	212457	+	1890	0
YKL125W_id003	chrXI	208156	210294	+	2139	32
YKL126W_id002	chrXI	205499	207819	+	2321	204
YKL127W_id001	chrXI	203176	205397	+	2222	103
YKL128C_id001	chrXI	200496	201797	-	1302	97
YKL129C_id001	chrXI	196243	200191	-	3949	143
YKL130C_id002	chrXI	195112	196119	-	1008	21
YKL132C_id001	chrXI	193214	195031	-	1818	13
YKL133C_id002	chrXI	191509	193081	-	1573	8
YKL134C_id001	chrXI	188841	191494	-	2654	19
YKL135C_id002	chrXI	186386	188790	-	2405	83
YKL137W_id001	chrXI	185548	186444	+	897	12
YKL138C_id001	chrXI	185215	186206	-	992	1
YKL138C-A_id001	chrXI	184563	185513	-	951	42
YKL139W_id002	chrXI	182781	184607	+	1827	14
YKL140W_id004	chrXI	180511	182651	+	2141	31
YKL141W_id003	chrXI	179417	180392	+	976	137
YKL142W_id006	chrXI	178418	179335	+	918	62
YKL143W_id002	chrXI	176727	178541	+	1815	83
YKL144C_id001	chrXI	175600	176569	-	970	37
YKL145W_id001	chrXI	174159	175825	+	1667	3
YKL145W-A_id002	chrXI	174601	175807	+	1207	0
YKL146W_id010	chrXI	171608	173945	+	2338	109
YKL148C_id001	chrXI	168974	171306	-	2333	61
YKL149C_id001	chrXI	167457	168904	-	1448	12
YKL150W_id003	chrXI	166261	167572	+	1312	13
YKL151C_id001	chrXI	163808	165935	-	2128	16
YKL152C_id001	chrXI	163006	164409	-	1404	5869
YKL154W_id002	chrXI	161502	162452	+	951	68
YKL155C_id002	chrXI	159365	161397	-	2033	18
YKL156W_id008	chrXI	158559	159449	+	891	462
YKL157W_id018	chrXI	154979	158343	+	3365	82
YKL159C_id002	chrXI	153134	154460	-	1327	43
YKL160W_id001	chrXI	153264	154944	+	1681	249
YKL161C_id003	chrXI	149071	150965	-	1895	11
YKL162C_id002	chrXI	147483	148947	-	1465	4
YKL163W_id007	chrXI	144357	145781	+	1425	49
YKL164C_id001	chrXI	141536	143179	-	1644	169
YKL165C_id001	chrXI	137775	140748	-	2974	34
YKL166C_id002	chrXI	134289	135921	-	1633	39
YKL167C_id003	chrXI	133476	134154	-	679	43
YKL168C_id001	chrXI	130985	133472	-	2488	1
YKL169C_id001	chrXI	130324	132678	-	2355	1
YKL170W_id004	chrXI	130521	131234	+	714	26
YKL171W_tx0	chrXI	127450	130386	+	2937	24
YKL172W_id001	chrXI	125725	127196	+	1472	271
YKL173W_id002	chrXI	122492	125646	+	3155	45
YKL174C_id003	chrXI	120255	122336	-	2082	30
YKL175W_id001	chrXI	118550	120467	+	1918	118
YKL176C_id009	chrXI	115457	118332	-	2876	108
YKL178C_id002	chrXI	112942	114671	-	1730	5
YKL179C_tx0	chrXI	110339	112528	-	2190	51
YKL180W_id001	chrXI	109090	110238	+	1149	1879
YKL181W_id001	chrXI	107167	108908	+	1742	329
YKL182W_tx0	chrXI	100646	106951	+	6306	1005
YKL183W_id001	chrXI	98551	100350	+	1800	256
YKL184W_id003	chrXI	96544	98463	+	1920	14
YKL185W_id002	chrXI	94133	96388	+	2256	80
YKL186C_id003	chrXI	92644	93760	-	1117	43
YKL187C_tx0	chrXI	89159	91561	-	2403	1
YKL188C_tx0	chrXI	86100	88811	-	2712	3
YKL189W_id001	chrXI	84432	86121	+	1690	25
YKL190W_id002	chrXI	82901	83944	+	1044	79
YKL191W_id002	chrXI	80984	82732	+	1749	151
YKL192C_id003	chrXI	80017	80621	-	605	212
YKL193C_id002	chrXI	78756	79924	-	1169	38
YKL194C_id001	chrXI	77031	78725	-	1695	18
YKL195W_id004	chrXI	75787	77302	+	1516	80
YKL196C_id001	chrXI	74772	75652	-	881	129
YKL197C_tx0	chrXI	70609	73890	-	3282	24
YKL198C_id001	chrXI	68087	70446	-	2360	27
YKL201C_tx0	chrXI	63805	67491	-	3687	27
YKL203C_tx0	chrXI	55810	63384	-	7575	82
YKL204W_id001	chrXI	53661	55776	+	2116	88
YKL205W_id002	chrXI	50020	53479	+	3460	76
YKL206C_id002	chrXI	48940	49908	-	969	52
YKL207W_id004	chrXI	48160	49135	+	976	204
YKL208W_id002	chrXI	47148	48176	+	1029	21
YKL209C_tx0	chrXI	42298	46320	-	4023	52
YKL210W_tx0	chrXI	39138	42362	+	3225	60
YKL211C_id001	chrXI	36541	38230	-	1690	4
YKL212W_id001	chrXI	34342	36508	+	2167	72
YKL213C_id002	chrXI	31889	34182	-	2294	106
YKL214C_id002	chrXI	30920	31761	-	842	97
YKL215C_tx0	chrXI	26702	30712	-	4011	6
YKL216W_id001	chrXI	25173	26560	+	1388	1085
YKL217W_tx0	chrXI	22209	24209	+	2001	19
YKL218C_id004	chrXI	17160	18821	-	1662	29
YKL219W_tx0	chrXI	14460	15833	+	1374	17
YKL220C_tx0	chrXI	8966	11251	-	2286	6
YKL221W_tx0	chrXI	6082	7653	+	1572	2
YKL222C_tx0	chrXI	3378	5645	-	2268	14
YKL224C_tx0	chrXI	1685	2206	-	522	0
YKR001C_id008	chrXI	440466	442790	-	2325	163
YKR002W_id002	chrXI	442981	445035	+	2055	22
YKR003W_id001	chrXI	444864	446816	+	1953	25
YKR004C_id002	chrXI	446203	448083	-	1881	8
YKR006C_id002	chrXI	450332	451270	-	939	18
YKR007W_id002	chrXI	451385	452072	+	688	26
YKR008W_id002	chrXI	452169	454203	+	2035	36
YKR009C_tx0	chrXI	454227	457079	-	2853	14
YKR010C_id002	chrXI	458783	461328	-	2546	36
YKR011C_id007	chrXI	461524	462815	-	1292	59
YKR012C_id002	chrXI	463660	465024	-	1365	2
YKR013W_id005	chrXI	463919	465169	+	1251	266
YKR014C_id003	chrXI	465227	466214	-	988	125
YKR016W_id004	chrXI	469666	471615	+	1950	59
YKR017C_id002	chrXI	471514	473464	-	1951	32
YKR018C_id003	chrXI	473382	475922	-	2541	102
YKR019C_id002	chrXI	476060	478174	-	2115	7
YKR020W_id004	chrXI	478306	479186	+	881	44
YKR021W_id001	chrXI	479165	482172	+	3008	22
YKR022C_id005	chrXI	482040	483226	-	1187	37
YKR023W_id002	chrXI	483358	485105	+	1748	61
YKR024C_id001	chrXI	485013	487414	-	2402	35
YKR025W_id002	chrXI	487710	488756	+	1047	30
YKR026C_id003	chrXI	488553	489799	-	1247	71
YKR027W_id001	chrXI	491357	494146	+	2790	34
YKR028W_tx0	chrXI	494232	497483	+	3252	93
YKR029C_id003	chrXI	497485	499838	-	2354	13
YKR030W_id003	chrXI	500060	501219	+	1160	18
YKR031C_tx0	chrXI	501219	506420	-	5202	52
YKR034W_tx0	chrXI	506873	507832	+	960	1
YKR035W-A_id005	chrXI	507926	508740	+	815	100
YKR036C_id001	chrXI	508547	510657	-	2111	33
YKR037C_id001	chrXI	510744	511859	-	1116	19
YKR038C_id002	chrXI	511822	513177	-	1356	48
YKR039W_id001	chrXI	514960	517021	+	2062	46
YKR041W_id003	chrXI	518179	519367	+	1189	3
YKR042W_id003	chrXI	519154	520831	+	1678	639
YKR043C_id002	chrXI	520638	521734	-	1097	100
YKR044W_id002	chrXI	521955	523595	+	1641	22
YKR045C_id003	chrXI	521871	523997	-	2127	23
YKR046C_id004	chrXI	524059	525112	-	1054	40
YKR048C_id004	chrXI	525222	526659	-	1438	145
YKR049C_id001	chrXI	526777	527651	-	875	46
YKR050W_id001	chrXI	526860	530612	+	3753	13
YKR051W_id009	chrXI	530819	532278	+	1460	49
YKR052C_id002	chrXI	532182	533830	-	1649	23
YKR053C_id002	chrXI	533976	536090	-	2115	62
YKR054C_tx0	chrXI	535522	547950	-	12429	31
YKR055W_id002	chrXI	548165	549483	+	1319	10
YKR056W_tx0	chrXI	549423	551492	+	2070	77
YKR057W_id002	chrXI	551627	552533	+	907	2136
YKR058W_id007	chrXI	552598	554730	+	2133	47
YKR059W_id001	chrXI	554871	556456	+	1586	1359
YKR060W_id006	chrXI	556494	557687	+	1194	12
YKR061W_id005	chrXI	557542	559024	+	1483	9
YKR062W_id006	chrXI	559645	561307	+	1663	82
YKR063C_id002	chrXI	560596	562308	-	1713	33
YKR064W_id002	chrXI	562498	565296	+	2799	30
YKR065C_id005	chrXI	565088	565921	-	834	69
YKR066C_id002	chrXI	565986	567236	-	1251	72
YKR067W_id001	chrXI	567792	570329	+	2538	31
YKR068C_id001	chrXI	570209	571147	-	939	159
YKR069W_id001	chrXI	571431	573446	+	2016	36
YKR070W_id002	chrXI	573554	574885	+	1332	83
YKR071C_id001	chrXI	574597	576038	-	1442	125
YKR072C_id001	chrXI	576216	578312	-	2097	54
YKR074W_id004	chrXI	579163	579847	+	685	4
YKR075C_id002	chrXI	579687	580926	-	1240	14
YKR075W-A_id001	chrXI	579217	580824	+	1608	3
YKR076W_id001	chrXI	581988	583543	+	1556	4
YKR077W_id002	chrXI	583562	584848	+	1287	10
YKR078W_id007	chrXI	584935	586752	+	1818	8
YKR079C_id001	chrXI	586597	589610	-	3014	49
YKR080W_id004	chrXI	590214	591505	+	1292	187
YKR081C_id001	chrXI	591374	592607	-	1234	180
YKR082W_id001	chrXI	592767	596378	+	3612	19
YKR083C_id002	chrXI	596202	596890	-	689	30
YKR084C_id001	chrXI	596947	598983	-	2037	66
YKR085C_id001	chrXI	598926	599704	-	779	27
YKR086W_tx0	chrXI	599832	603197	+	3366	20
YKR087C_id001	chrXI	603035	604252	-	1218	63
YKR088C_id002	chrXI	604280	605447	-	1168	58
YKR089C_id003	chrXI	605551	608444	-	2894	67
YKR090W_id004	chrXI	608773	611263	+	2491	19
YKR091W_id009	chrXI	611491	612400	+	910	47
YKR092C_id001	chrXI	612539	614130	-	1592	63
YKR093W_id001	chrXI	615532	617744	+	2213	28
YKR094C_id001	chrXI	617693	618790	-	1098	1409
YKR095W_tx0	chrXI	619780	625557	+	5778	210
YKR095W-A_id003	chrXI	625727	626275	+	549	27
YKR096W_id001	chrXI	626719	630486	+	3768	25
YKR097W_tx0	chrXI	631127	632926	+	1800	1
YKR098C_id003	chrXI	632905	635260	-	2356	39
YKR099W_id003	chrXI	635579	638412	+	2834	37
YKR100C_id003	chrXI	638438	640316	-	1879	89
YKR101W_id002	chrXI	640512	642731	+	2220	10
YKR102W_tx0	chrXI	646331	649990	+	3660	6
YKR103W_tx0	chrXI	653055	656861	+	3807	12
YKR104W_id002	chrXI	656829	658051	+	1223	8
YKR105C_tx0	chrXI	658591	660489	-	1899	0
YKR106W_tx0	chrXI	661417	663414	+	1998	1
YLL001W_id003	chrXII	147823	150393	+	2571	71
YLL002W_id002	chrXII	146237	147675	+	1439	12
YLL003W_id001	chrXII	143187	146101	+	2915	11
YLL004W_id001	chrXII	141056	143017	+	1962	9
YLL005C_tx0	chrXII	137815	140571	-	2757	1
YLL006W_id001	chrXII	136557	139498	+	2942	40
YLL007C_id001	chrXII	134017	136386	-	2370	10
YLL008W_id009	chrXII	131697	134098	+	2402	180
YLL009C_id002	chrXII	131037	131489	-	453	88
YLL010C_id010	chrXII	128980	130674	-	1695	25
YLL011W_id002	chrXII	127512	129117	+	1606	61
YLL012W_id002	chrXII	125445	127358	+	1914	26
YLL013C_tx0	chrXII	121950	124739	-	2790	13
YLL014W_id002	chrXII	121304	121993	+	690	43
YLL015W_tx0	chrXII	116407	121236	+	4830	100
YLL018C_id003	chrXII	109538	111608	-	2071	561
YLL018C-A_id001	chrXII	107359	109027	-	1669	66
YLL019C_tx0	chrXII	105561	107924	-	2364	0
YLL020C_id002	chrXII	105503	106752	-	1250	1
YLL021W_tx0	chrXII	100922	105472	+	4551	56
YLL022C_id004	chrXII	98906	100231	-	1326	18
YLL023C_id001	chrXII	97818	98899	-	1082	69
YLL024C_id001	chrXII	95216	97537	-	2322	1774
YLL025W_id001	chrXII	94712	95357	+	646	4
YLL026W_id001	chrXII	88442	91439	+	2998	237
YLL027W_id001	chrXII	87077	88261	+	1185	86
YLL028W_id001	chrXII	84498	86949	+	2452	101
YLL029W_id001	chrXII	81309	83822	+	2514	138
YLL031C_id002	chrXII	77059	80285	-	3227	74
YLL032C_tx0	chrXII	74145	76772	-	2628	10
YLL033W_id001	chrXII	73408	74677	+	1270	14
YLL034C_id001	chrXII	70478	73187	-	2710	49
YLL035W_id001	chrXII	68453	70642	+	2190	20
YLL036C_id001	chrXII	66658	68290	-	1633	59
YLL038C_id007	chrXII	65235	66552	-	1318	1
YLL039C_id001	chrXII	63945	65811	-	1867	109
YLL040C_tx0	chrXII	54086	63670	-	9585	76
YLL041C_id003	chrXII	52760	54016	-	1257	146
YLL042C_id005	chrXII	52056	52613	-	558	4
YLL043W_id002	chrXII	49900	52113	+	2214	62
YLL045C_id003	chrXII	47585	48652	-	1068	3901
YLL046C_tx0	chrXII	46589	47488	-	900	0
YLL048C_tx0	chrXII	41155	46290	-	5136	73
YLL049W_tx0	chrXII	40641	41330	+	690	3
YLL050C_id002	chrXII	39638	40447	-	810	203
YLL051C_tx0	chrXII	37208	39496	-	2289	33
YLL052C_tx0	chrXII	35787	36386	-	600	0
YLL053C_id001	chrXII	35276	36337	-	1062	6
YLL055W_id001	chrXII	29611	31767	+	2157	29
YLL056C_id001	chrXII	27288	29535	-	2248	9
YLL057C_tx0	chrXII	25631	27019	-	1389	6
YLL058W_id001	chrXII	23381	25383	+	2003	14
YLL060C_id003	chrXII	20917	22684	-	1768	15
YLL061W_id004	chrXII	17940	19909	+	1970	17
YLL062C_id002	chrXII	16502	17732	-	1231	18
YLL063C_id002	chrXII	14489	16376	-	1888	18
YLL064C_tx0	chrXII	12958	13470	-	513	0
YLR001C_id002	chrXII	151245	153978	-	2734	39
YLR002C_id002	chrXII	154222	156384	-	2163	85
YLR003C_id001	chrXII	156726	157780	-	1055	58
YLR004C_id006	chrXII	157868	159559	-	1692	6
YLR005W_id001	chrXII	160012	161725	+	1714	45
YLR006C_tx0	chrXII	161630	163918	-	2289	25
YLR007W_id001	chrXII	164385	165567	+	1183	24
YLR008C_id001	chrXII	165249	166184	-	936	68
YLR009W_id010	chrXII	166347	167270	+	924	223
YLR010C_id004	chrXII	167116	167813	-	698	4
YLR011W_id001	chrXII	168881	169955	+	1075	9
YLR012C_id001	chrXII	169730	170381	-	652	0
YLR013W_tx0	chrXII	171314	171889	+	576	0
YLR014C_tx0	chrXII	172143	175007	-	2865	0
YLR015W_id002	chrXII	175174	177146	+	1973	33
YLR016C_id002	chrXII	176477	177463	-	987	27
YLR017W_id007	chrXII	177600	178710	+	1111	83
YLR018C_id001	chrXII	178572	179688	-	1117	8
YLR019W_id005	chrXII	179982	181735	+	1754	42
YLR020C_id002	chrXII	181612	183455	-	1844	37
YLR021W_id001	chrXII	183614	184640	+	1027	39
YLR022C_id001	chrXII	183884	184964	-	1081	87
YLR023C_id002	chrXII	185028	187342	-	2315	57
YLR024C_tx0	chrXII	187538	193306	-	5769	25
YLR025W_id001	chrXII	194388	195459	+	1072	145
YLR026C_id002	chrXII	195218	196564	-	1347	46
YLR027C_id001	chrXII	196484	198113	-	1630	486
YLR028C_id004	chrXII	199401	201521	-	2121	206
YLR029C_id001	chrXII	201598	202613	-	1016	1194
YLR032W_tx0	chrXII	204966	208625	+	3660	34
YLR033W_id001	chrXII	208653	210467	+	1815	89
YLR034C_id001	chrXII	210077	212098	-	2022	176
YLR035C_id001	chrXII	212003	214478	-	2476	12
YLR036C_id001	chrXII	221348	222411	-	1064	23
YLR037C_id002	chrXII	222534	224576	-	2043	11
YLR038C_id001	chrXII	224870	225698	-	829	64
YLR039C_tx0	chrXII	225301	228621	-	3321	3
YLR040C_id001	chrXII	228764	229876	-	1113	22
YLR041W_id001	chrXII	228917	230656	+	1740	4
YLR042C_id002	chrXII	229849	230549	-	701	15
YLR043C_id001	chrXII	231361	232040	-	680	586
YLR044C_id001	chrXII	232313	234289	-	1977	18258
YLR045C_id006	chrXII	234919	237703	-	2785	70
YLR046C_id001	chrXII	237949	240977	-	3029	29
YLR047C_tx0	chrXII	239222	241432	-	2211	0
YLR048W_id002	chrXII	241930	243568	+	1639	993
YLR049C_id005	chrXII	243783	245384	-	1602	20
YLR050C_id002	chrXII	245495	246269	-	775	111
YLR051C_id003	chrXII	246173	247011	-	839	49
YLR052W_id004	chrXII	247155	248641	+	1487	21
YLR053C_id002	chrXII	248000	248438	-	439	2
YLR054C_tx0	chrXII	248592	251003	-	2412	5
YLR055C_tx0	chrXII	251147	253105	-	1959	36
YLR056W_id003	chrXII	253650	255085	+	1436	348
YLR057W_id001	chrXII	255241	257969	+	2729	12
YLR058C_id003	chrXII	257842	259515	-	1674	1061
YLR059C_id001	chrXII	259554	260805	-	1252	122
YLR060W_id001	chrXII	260926	262924	+	1999	277
YLR061W_id001	chrXII	263109	264053	+	945	1132
YLR063W_tx0	chrXII	264132	265379	+	1248	0
YLR064W_id002	chrXII	264233	266361	+	2129	112
YLR065C_id001	chrXII	265595	266976	-	1382	140
YLR066W_id001	chrXII	267093	268008	+	916	163
YLR067C_tx0	chrXII	267688	270735	-	3048	14
YLR068W_id003	chrXII	270929	271562	+	634	53
YLR069C_id001	chrXII	271475	273967	-	2493	23
YLR070C_tx0	chrXII	274016	275236	-	1221	0
YLR071C_tx0	chrXII	275253	278651	-	3399	17
YLR072W_id001	chrXII	278796	280996	+	2201	20
YLR073C_id001	chrXII	280763	281735	-	973	16
YLR074C_id001	chrXII	281889	282788	-	900	81
YLR075W_id001	chrXII	282618	283733	+	1116	1167
YLR077W_id002	chrXII	283738	285794	+	2057	37
YLR078C_id001	chrXII	285644	287278	-	1635	54
YLR079W_id004	chrXII	286768	287840	+	1073	55
YLR080W_id001	chrXII	287898	289330	+	1433	12
YLR081W_id685	chrXII	290151	292024	+	1874	2
YLR082C_id001	chrXII	292045	293657	-	1613	25
YLR083C_id002	chrXII	293861	296271	-	2411	332
YLR084C_tx0	chrXII	296464	300276	-	3813	38
YLR085C_id002	chrXII	300517	302016	-	1500	33
YLR086W_tx0	chrXII	302218	306624	+	4407	81
YLR087C_tx0	chrXII	306730	315756	-	9027	54
YLR088W_id001	chrXII	315945	318129	+	2185	42
YLR089C_id003	chrXII	318029	320319	-	2291	79
YLR090W_id004	chrXII	320612	322178	+	1567	1
YLR091W_id002	chrXII	322254	323563	+	1310	17
YLR092W_tx0	chrXII	323519	326350	+	2832	15
YLR093C_id001	chrXII	326242	327489	-	1248	89
YLR094C_id001	chrXII	327611	329318	-	1708	19
YLR095C_id002	chrXII	329616	332152	-	2537	39
YLR096W_tx0	chrXII	332565	336158	+	3594	105
YLR097C_id001	chrXII	336058	337317	-	1260	23
YLR098C_id002	chrXII	337384	339665	-	2282	23
YLR099C_id004	chrXII	339620	341027	-	1408	2
YLR099W-A_id001	chrXII	339690	341649	+	1960	74
YLR100W_id005	chrXII	341783	343065	+	1283	65
YLR102C_id002	chrXII	342819	343807	-	989	14
YLR103C_id003	chrXII	343911	346034	-	2124	19
YLR104W_id005	chrXII	346166	347041	+	876	68
YLR105C_id002	chrXII	346963	348340	-	1378	36
YLR106C_tx0	chrXII	348881	363763	-	14883	569
YLR107W_id005	chrXII	364068	365444	+	1377	38
YLR108C_id002	chrXII	366521	368184	-	1664	5
YLR109W_id001	chrXII	368744	370151	+	1408	3141
YLR110C_id001	chrXII	368741	370145	-	1405	15876
YLR112W_id001	chrXII	370739	371663	+	925	0
YLR113W_id005	chrXII	371276	373065	+	1790	69
YLR114C_id003	chrXII	374506	377321	-	2816	72
YLR115W_tx0	chrXII	377960	380689	+	2730	32
YLR116W_id001	chrXII	380821	382721	+	1901	32
YLR117C_id003	chrXII	382319	384572	-	2254	26
YLR118C_id002	chrXII	384622	385812	-	1191	59
YLR119W_tx0	chrXII	385509	386300	+	792	17
YLR120C_id005	chrXII	386107	388333	-	2227	110
YLR120W-A_id003	chrXII	388161	388783	+	623	14
YLR121C_id009	chrXII	388601	390305	-	1705	92
YLR123C_id001	chrXII	391063	392022	-	960	2
YLR125W_id003	chrXII	393472	394790	+	1319	13
YLR126C_id002	chrXII	394534	395618	-	1085	5
YLR127C_id003	chrXII	395602	398392	-	2791	14
YLR128W_id001	chrXII	398148	399634	+	1487	4
YLR129W_id001	chrXII	399588	402605	+	3018	162
YLR130C_id003	chrXII	402540	404207	-	1668	252
YLR131C_id001	chrXII	404436	407088	-	2653	25
YLR132C_id001	chrXII	406844	408240	-	1397	2
YLR133W_id001	chrXII	408415	410773	+	2359	31
YLR134W_id002	chrXII	410680	412545	+	1866	12
YLR135W_id001	chrXII	413217	415680	+	2464	4
YLR136C_id001	chrXII	415550	416759	-	1210	9
YLR137W_id001	chrXII	416999	418379	+	1381	13
YLR138W_id002	chrXII	418338	421466	+	3129	199
YLR139C_id002	chrXII	421368	423524	-	2157	5
YLR141W_id004	chrXII	423644	425197	+	1554	18
YLR142W_tx0	chrXII	425161	426741	+	1581	3
YLR143W_id002	chrXII	427296	429595	+	2300	20
YLR144C_tx0	chrXII	429552	432041	-	2490	38
YLR145W_id001	chrXII	431784	432824	+	1041	14
YLR146C_id003	chrXII	432740	433951	-	1212	69
YLR146W-A_id005	chrXII	433849	434287	+	439	12
YLR147C_id002	chrXII	433933	434494	-	562	9
YLR148W_tx0	chrXII	434616	437522	+	2907	26
YLR149C_tx0	chrXII	437506	439848	-	2343	13
YLR150W_id002	chrXII	440231	441516	+	1286	1380
YLR151C_id001	chrXII	441318	442778	-	1461	12
YLR152C_id001	chrXII	442856	444857	-	2002	42
YLR153C_id001	chrXII	445263	447688	-	2426	191
YLR154C_id001	chrXII	447616	448401	-	786	19
YLR154W-C_tx0	chrXII	454671	455195	+	525	0
YLR155C_tx0	chrXII	469192	470430	-	1239	0
YLR157C_tx0	chrXII	472844	474082	-	1239	0
YLR158C_tx0	chrXII	482424	483662	-	1239	0
YLR160C_tx0	chrXII	486076	487314	-	1239	97
YLR162W_tx0	chrXII	489548	490054	+	507	0
YLR163C_id002	chrXII	491701	493305	-	1605	27
YLR164W_id001	chrXII	493520	494533	+	1014	23
YLR165C_id002	chrXII	494371	495299	-	929	9
YLR166C_id003	chrXII	495384	498080	-	2697	41
YLR167W_id001	chrXII	498188	499453	+	1266	12727
YLR168C_id002	chrXII	499453	500696	-	1244	37
YLR170C_id001	chrXII	500258	501096	-	839	1
YLR172C_id001	chrXII	500848	502199	-	1352	150
YLR173W_id006	chrXII	502360	504642	+	2283	4
YLR174W_id002	chrXII	504304	505912	+	1609	10
YLR175W_id003	chrXII	506036	507748	+	1713	270
YLR176C_tx0	chrXII	507672	510257	-	2586	15
YLR178C_id001	chrXII	513110	514383	-	1274	35
YLR179C_id003	chrXII	513777	514790	-	1014	2
YLR180W_id002	chrXII	515206	516819	+	1614	502
YLR181C_id001	chrXII	516547	517976	-	1430	66
YLR182W_id003	chrXII	517893	520531	+	2639	42
YLR183C_id001	chrXII	520393	522141	-	1749	9
YLR185W_id001	chrXII	522393	523385	+	993	1827
YLR186W_id001	chrXII	523491	524584	+	1094	133
YLR187W_tx0	chrXII	524840	528070	+	3231	36
YLR188W_id001	chrXII	528227	530719	+	2493	69
YLR189C_id001	chrXII	530668	534453	-	3786	47
YLR190W_id002	chrXII	534787	537098	+	2312	256
YLR191W_id004	chrXII	537228	538700	+	1473	10
YLR192C_id005	chrXII	538415	539638	-	1224	207
YLR193C_id014	chrXII	539824	540607	-	784	53
YLR194C_id001	chrXII	540742	541832	-	1091	87
YLR195C_id001	chrXII	541554	543322	-	1769	127
YLR196W_id004	chrXII	543890	545913	+	2024	161
YLR197W_id002	chrXII	546016	547797	+	1782	370
YLR199C_id001	chrXII	547652	548952	-	1301	20
YLR200W_id003	chrXII	548971	549707	+	737	66
YLR201C_id001	chrXII	549114	550303	-	1190	66
YLR203C_id002	chrXII	550282	552026	-	1745	64
YLR204W_id002	chrXII	552207	552767	+	561	79
YLR205C_id004	chrXII	552660	553817	-	1158	11
